ONTOLOGY	ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:1902686	mitochondrial outer membrane permeabilization involved in programmed cell death	3/149	42/18860	0.0714285714285714	9.04122722914669	4.65547729344685	0.00442768547579155	0.0109063925153988	0.00461372732665049	BAX/GSK3B/BCL2L1	3
BP	GO:0045580	regulation of T cell differentiation	6/149	194/18860	0.0309278350515464	3.91475818169238	3.64151186493079	0.00446815154976162	0.0109995455756728	0.00465313383243512	IL4/BAD/SOD1/IL2RA/IFNG/IRF1	6
BP	GO:0007093	mitotic cell cycle checkpoint signaling	5/149	136/18860	0.0367647058823529	4.65357283853139	3.81585508404192	0.00452415398086088	0.0110473961769947	0.0046733760552053	CDK2/CCND1/CDKN1A/TP53/BIRC5	5
BP	GO:0051282	regulation of sequestering of calcium ion	5/149	136/18860	0.0367647058823529	4.65357283853139	3.81585508404192	0.00452415398086088	0.0110473961769947	0.0046733760552053	BAX/GSTM2/CXCL11/CXCL10/DRD2	5
BP	GO:0006787	porphyrin-containing compound catabolic process	2/149	13/18860	0.153846153846154	19.4734124935467	5.94568167242406	0.00456739206258126	0.0110473961769947	0.0046733760552053	HMOX1/ABCC1	2
BP	GO:0014842	regulation of skeletal muscle satellite cell proliferation	2/149	13/18860	0.153846153846154	19.4734124935467	5.94568167242406	0.00456739206258126	0.0110473961769947	0.0046733760552053	PPARD/STAT3	2
BP	GO:0021534	cell proliferation in hindbrain	2/149	13/18860	0.153846153846154	19.4734124935467	5.94568167242406	0.00456739206258126	0.0110473961769947	0.0046733760552053	SLC6A4/EGF	2
BP	GO:0021924	cell proliferation in external granule layer	2/149	13/18860	0.153846153846154	19.4734124935467	5.94568167242406	0.00456739206258126	0.0110473961769947	0.0046733760552053	SLC6A4/EGF	2
BP	GO:0021930	cerebellar granule cell precursor proliferation	2/149	13/18860	0.153846153846154	19.4734124935467	5.94568167242406	0.00456739206258126	0.0110473961769947	0.0046733760552053	SLC6A4/EGF	2
BP	GO:0032306	regulation of prostaglandin secretion	2/149	13/18860	0.153846153846154	19.4734124935467	5.94568167242406	0.00456739206258126	0.0110473961769947	0.0046733760552053	IL1B/PTGES	2
BP	GO:0032494	response to peptidoglycan	2/149	13/18860	0.153846153846154	19.4734124935467	5.94568167242406	0.00456739206258126	0.0110473961769947	0.0046733760552053	RELA/IL6	2
BP	GO:0033015	tetrapyrrole catabolic process	2/149	13/18860	0.153846153846154	19.4734124935467	5.94568167242406	0.00456739206258126	0.0110473961769947	0.0046733760552053	HMOX1/ABCC1	2
BP	GO:0033084	regulation of immature T cell proliferation in thymus	2/149	13/18860	0.153846153846154	19.4734124935467	5.94568167242406	0.00456739206258126	0.0110473961769947	0.0046733760552053	IL1B/IL1A	2
BP	GO:0035745	T-helper 2 cell cytokine production	2/149	13/18860	0.153846153846154	19.4734124935467	5.94568167242406	0.00456739206258126	0.0110473961769947	0.0046733760552053	IL4/IL6	2
BP	GO:0042939	tripeptide transport	2/149	13/18860	0.153846153846154	19.4734124935467	5.94568167242406	0.00456739206258126	0.0110473961769947	0.0046733760552053	ABCC1/GJA1	2
BP	GO:0043568	positive regulation of insulin-like growth factor receptor signaling pathway	2/149	13/18860	0.153846153846154	19.4734124935467	5.94568167242406	0.00456739206258126	0.0110473961769947	0.0046733760552053	AR/IGFBP3	2
BP	GO:0044650	adhesion of symbiont to host cell	2/149	13/18860	0.153846153846154	19.4734124935467	5.94568167242406	0.00456739206258126	0.0110473961769947	0.0046733760552053	DPP4/ICAM1	2
BP	GO:0061430	bone trabecula morphogenesis	2/149	13/18860	0.153846153846154	19.4734124935467	5.94568167242406	0.00456739206258126	0.0110473961769947	0.0046733760552053	MMP2/COL1A1	2
BP	GO:0061517	macrophage proliferation	2/149	13/18860	0.153846153846154	19.4734124935467	5.94568167242406	0.00456739206258126	0.0110473961769947	0.0046733760552053	MAPK3/MAPK1	2
BP	GO:0070486	leukocyte aggregation	2/149	13/18860	0.153846153846154	19.4734124935467	5.94568167242406	0.00456739206258126	0.0110473961769947	0.0046733760552053	HAS2/IL1B	2
BP	GO:0072283	metanephric renal vesicle morphogenesis	2/149	13/18860	0.153846153846154	19.4734124935467	5.94568167242406	0.00456739206258126	0.0110473961769947	0.0046733760552053	STAT1/CTNNB1	2
BP	GO:0097048	dendritic cell apoptotic process	2/149	13/18860	0.153846153846154	19.4734124935467	5.94568167242406	0.00456739206258126	0.0110473961769947	0.0046733760552053	BCL2/BCL2L1	2
BP	GO:0106014	regulation of inflammatory response to wounding	2/149	13/18860	0.153846153846154	19.4734124935467	5.94568167242406	0.00456739206258126	0.0110473961769947	0.0046733760552053	ALOX5/STAT3	2
BP	GO:0106049	regulation of cellular response to osmotic stress	2/149	13/18860	0.153846153846154	19.4734124935467	5.94568167242406	0.00456739206258126	0.0110473961769947	0.0046733760552053	PTGS2/BAD	2
BP	GO:1900038	negative regulation of cellular response to hypoxia	2/149	13/18860	0.153846153846154	19.4734124935467	5.94568167242406	0.00456739206258126	0.0110473961769947	0.0046733760552053	NFE2L2/DRD2	2
BP	GO:1903939	regulation of TORC2 signaling	2/149	13/18860	0.153846153846154	19.4734124935467	5.94568167242406	0.00456739206258126	0.0110473961769947	0.0046733760552053	GSK3B/AKT1	2
BP	GO:1904179	positive regulation of adipose tissue development	2/149	13/18860	0.153846153846154	19.4734124935467	5.94568167242406	0.00456739206258126	0.0110473961769947	0.0046733760552053	PPARG/PARP1	2
BP	GO:1904181	positive regulation of membrane depolarization	2/149	13/18860	0.153846153846154	19.4734124935467	5.94568167242406	0.00456739206258126	0.0110473961769947	0.0046733760552053	KDR/PARP1	2
BP	GO:1990535	neuron projection maintenance	2/149	13/18860	0.153846153846154	19.4734124935467	5.94568167242406	0.00456739206258126	0.0110473961769947	0.0046733760552053	INSR/APP	2
BP	GO:2000551	regulation of T-helper 2 cell cytokine production	2/149	13/18860	0.153846153846154	19.4734124935467	5.94568167242406	0.00456739206258126	0.0110473961769947	0.0046733760552053	IL4/IL6	2
BP	GO:2000668	regulation of dendritic cell apoptotic process	2/149	13/18860	0.153846153846154	19.4734124935467	5.94568167242406	0.00456739206258126	0.0110473961769947	0.0046733760552053	BCL2/BCL2L1	2
BP	GO:2000833	positive regulation of steroid hormone secretion	2/149	13/18860	0.153846153846154	19.4734124935467	5.94568167242406	0.00456739206258126	0.0110473961769947	0.0046733760552053	CYP19A1/SPP1	2
BP	GO:0007189	adenylate cyclase-activating G protein-coupled receptor signaling pathway	6/149	195/18860	0.0307692307692308	3.89468249870934	3.62583643708939	0.00458064624597587	0.0110730057389626	0.00468420965904891	ADRB2/PRKCA/PTGER3/CXCL11/CXCL10/APP	6
BP	GO:0008088	axo-dendritic transport	4/149	85/18860	0.0470588235294118	5.95657323332017	4.08700324331638	0.00461683740611058	0.0111475149695217	0.00471572927221454	SOD1/HIF1A/HSPB1/APP	4
BP	GO:0051279	regulation of release of sequestered calcium ion into cytosol	4/149	85/18860	0.0470588235294118	5.95657323332017	4.08700324331638	0.00461683740611058	0.0111475149695217	0.00471572927221454	BAX/GSTM2/CXCL11/CXCL10	4
BP	GO:0002708	positive regulation of lymphocyte mediated immunity	5/149	137/18860	0.0364963503649635	4.6196051535786	3.79435296284195	0.00466625168549983	0.0112602807959795	0.00476343255946617	IL4/TNF/IL6/IL1B/IFNG	5
BP	GO:0050803	regulation of synapse structure or activity	8/149	329/18860	0.0243161094224924	3.07786458864568	3.3928895946401	0.00468735542379107	0.0113046382549386	0.00478219707947142	PRKCA/MAPK14/AKT1/TNF/IL10/CTNNB1/APP/DRD2	8
BP	GO:0034367	protein-containing complex remodeling	3/149	43/18860	0.0697674418604651	8.83096613079444	4.58752396547612	0.00473250868329683	0.011393686122743	0.00481986696715326	MTTP/APOB/MPO	3
BP	GO:0070232	regulation of T cell apoptotic process	3/149	43/18860	0.0697674418604651	8.83096613079444	4.58752396547612	0.00473250868329683	0.011393686122743	0.00481986696715326	BCL2/TP53/HIF1A	3
BP	GO:1901861	regulation of muscle tissue development	3/149	43/18860	0.0697674418604651	8.83096613079444	4.58752396547612	0.00473250868329683	0.011393686122743	0.00481986696715326	BCL2/IGF2/CTNNB1	3
BP	GO:0002821	positive regulation of adaptive immune response	5/149	138/18860	0.036231884057971	4.58612975391499	3.7730571812231	0.00481149725249562	0.0115713731989334	0.00489503386746927	IL4/TNF/IL6/IL1B/IFNG	5
BP	GO:0001764	neuron migration	6/149	197/18860	0.0304568527918782	3.85514257486458	3.59479517623034	0.00481188574874982	0.0115713731989334	0.00489503386746927	HSP90AA1/BAX/STAT3/COL3A1/CTNNB1/DRD2	6
BP	GO:0090092	regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	8/149	331/18860	0.0241691842900302	3.05926721953	3.37290941405115	0.0048587205731979	0.0116772375813026	0.00493981763929538	PPARG/KDR/PPARA/TP53/HSPA5/CAV1/PARP1/XIAP	8
BP	GO:0032434	regulation of proteasomal ubiquitin-dependent protein catabolic process	5/149	139/18860	0.0359712230215827	4.55313601467819	3.75196411716306	0.00495992800593257	0.0118998157184506	0.00503397478907931	GSK3B/CDK2/AKT1/MAPK3/MDM2	5
BP	GO:0051053	negative regulation of DNA metabolic process	5/149	139/18860	0.0359712230215827	4.55313601467819	3.75196411716306	0.00495992800593257	0.0118998157184506	0.00503397478907931	ADIPOQ/CDKN1A/TP53/PARP1/HSF1	5
BP	GO:0141060	disruption of anatomical structure in another organism	5/149	139/18860	0.0359712230215827	4.55313601467819	3.75196411716306	0.00495992800593257	0.0118998157184506	0.00503397478907931	NCF1/CXCL8/CXCL11/CXCL2/CXCL10	5
BP	GO:1901136	carbohydrate derivative catabolic process	7/149	263/18860	0.026615969581749	3.36897440477709	3.45239725209688	0.0049628748405312	0.011900011092798	0.00503405743821963	INSR/PPARA/STAT3/HIF1A/IFNG/HK2/APP	7
BP	GO:0005977	glycogen metabolic process	4/149	87/18860	0.0459770114942529	5.81964051531281	4.0207900621449	0.00501431048926076	0.0120164059214656	0.00508329590097866	GSK3B/AKT1/INSR/IGF2	4
BP	GO:0035196	miRNA processing	3/149	44/18860	0.0681818181818182	8.63026235509457	4.5217455712631	0.00504972083916423	0.0120733970322677	0.00510740483020641	STAT3/IL6/TP53	3
BP	GO:0050691	regulation of defense response to virus by host	3/149	44/18860	0.0681818181818182	8.63026235509457	4.5217455712631	0.00504972083916423	0.0120733970322677	0.00510740483020641	HSP90AA1/STAT1/IL1B	3
BP	GO:0060416	response to growth hormone	3/149	44/18860	0.0681818181818182	8.63026235509457	4.5217455712631	0.00504972083916423	0.0120733970322677	0.00510740483020641	F7/AKT1/STAT3	3
BP	GO:0071542	dopaminergic neuron differentiation	3/149	44/18860	0.0681818181818182	8.63026235509457	4.5217455712631	0.00504972083916423	0.0120733970322677	0.00510740483020641	GSK3B/HIF1A/CTNNB1	3
BP	GO:0051208	sequestering of calcium ion	5/149	140/18860	0.0357142857142857	4.52061361457335	3.73107023830779	0.00511158116501799	0.0122142673062829	0.00516699713186059	BAX/GSTM2/CXCL11/CXCL10/DRD2	5
BP	GO:0002720	positive regulation of cytokine production involved in immune response	4/149	88/18860	0.0454545454545455	5.75350823672971	3.98845116762458	0.00522138897230806	0.0124381661713736	0.00526171298871396	IL4/IL6/IL1B/IFNG	4
BP	GO:0010232	vascular transport	4/149	88/18860	0.0454545454545455	5.75350823672971	3.98845116762458	0.00522138897230806	0.0124381661713736	0.00526171298871396	SLC2A4/INSR/ABCC1/ABCG2	4
BP	GO:0048864	stem cell development	4/149	88/18860	0.0454545454545455	5.75350823672971	3.98845116762458	0.00522138897230806	0.0124381661713736	0.00526171298871396	BCL2/MAPK3/MAPK1/HIF1A	4
BP	GO:0150104	transport across blood-brain barrier	4/149	88/18860	0.0454545454545455	5.75350823672971	3.98845116762458	0.00522138897230806	0.0124381661713736	0.00526171298871396	SLC2A4/INSR/ABCC1/ABCG2	4
BP	GO:0045621	positive regulation of lymphocyte differentiation	5/149	141/18860	0.0354609929078014	4.48855252510829	3.71037209912327	0.00526649383770366	0.0124381661713736	0.00526171298871396	IL4/BAD/IL10/IL2RA/IFNG	5
BP	GO:0050792	regulation of viral process	5/149	141/18860	0.0354609929078014	4.48855252510829	3.71037209912327	0.00526649383770366	0.0124381661713736	0.00526171298871396	BCL2/TNF/STAT1/SLPI/CXCL8	5
BP	GO:0002835	negative regulation of response to tumor cell	2/149	14/18860	0.142857142857143	18.0824544582934	5.70569642575484	0.00530112066538198	0.0124381661713736	0.00526171298871396	AHR/MAPK3	2
BP	GO:0002838	negative regulation of immune response to tumor cell	2/149	14/18860	0.142857142857143	18.0824544582934	5.70569642575484	0.00530112066538198	0.0124381661713736	0.00526171298871396	AHR/MAPK3	2
BP	GO:0007567	parturition	2/149	14/18860	0.142857142857143	18.0824544582934	5.70569642575484	0.00530112066538198	0.0124381661713736	0.00526171298871396	CYP1A1/MMP2	2
BP	GO:0010524	positive regulation of calcium ion transport into cytosol	2/149	14/18860	0.142857142857143	18.0824544582934	5.70569642575484	0.00530112066538198	0.0124381661713736	0.00526171298871396	BAX/CAV1	2
BP	GO:0010799	regulation of peptidyl-threonine phosphorylation	2/149	14/18860	0.142857142857143	18.0824544582934	5.70569642575484	0.00530112066538198	0.0124381661713736	0.00526171298871396	MAPK1/EGF	2
BP	GO:0010867	positive regulation of triglyceride biosynthetic process	2/149	14/18860	0.142857142857143	18.0824544582934	5.70569642575484	0.00530112066538198	0.0124381661713736	0.00526171298871396	LDLR/SREBF1	2
BP	GO:0030238	male sex determination	2/149	14/18860	0.142857142857143	18.0824544582934	5.70569642575484	0.00530112066538198	0.0124381661713736	0.00526171298871396	AR/INSR	2
BP	GO:0033080	immature T cell proliferation in thymus	2/149	14/18860	0.142857142857143	18.0824544582934	5.70569642575484	0.00530112066538198	0.0124381661713736	0.00526171298871396	IL1B/IL1A	2
BP	GO:0033083	regulation of immature T cell proliferation	2/149	14/18860	0.142857142857143	18.0824544582934	5.70569642575484	0.00530112066538198	0.0124381661713736	0.00526171298871396	IL1B/IL1A	2
BP	GO:0033148	positive regulation of intracellular estrogen receptor signaling pathway	2/149	14/18860	0.142857142857143	18.0824544582934	5.70569642575484	0.00530112066538198	0.0124381661713736	0.00526171298871396	AR/PARP1	2
BP	GO:0035437	maintenance of protein localization in endoplasmic reticulum	2/149	14/18860	0.142857142857143	18.0824544582934	5.70569642575484	0.00530112066538198	0.0124381661713736	0.00526171298871396	AKT1/HSPA5	2
BP	GO:0035865	cellular response to potassium ion	2/149	14/18860	0.142857142857143	18.0824544582934	5.70569642575484	0.00530112066538198	0.0124381661713736	0.00526171298871396	SOD1/HSF1	2
BP	GO:0045986	negative regulation of smooth muscle contraction	2/149	14/18860	0.142857142857143	18.0824544582934	5.70569642575484	0.00530112066538198	0.0124381661713736	0.00526171298871396	ADRB2/SOD1	2
BP	GO:0050966	detection of mechanical stimulus involved in sensory perception of pain	2/149	14/18860	0.142857142857143	18.0824544582934	5.70569642575484	0.00530112066538198	0.0124381661713736	0.00526171298871396	TNF/BACE1	2
BP	GO:0051547	regulation of keratinocyte migration	2/149	14/18860	0.142857142857143	18.0824544582934	5.70569642575484	0.00530112066538198	0.0124381661713736	0.00526171298871396	HAS2/MMP9	2
BP	GO:0060134	prepulse inhibition	2/149	14/18860	0.142857142857143	18.0824544582934	5.70569642575484	0.00530112066538198	0.0124381661713736	0.00526171298871396	BACE1/DRD2	2
BP	GO:0070988	demethylation	2/149	14/18860	0.142857142857143	18.0824544582934	5.70569642575484	0.00530112066538198	0.0124381661713736	0.00526171298871396	CYP3A4/CYP1A2	2
BP	GO:0071493	cellular response to UV-B	2/149	14/18860	0.142857142857143	18.0824544582934	5.70569642575484	0.00530112066538198	0.0124381661713736	0.00526171298871396	MAPK14/CDKN1A	2
BP	GO:0072075	metanephric mesenchyme development	2/149	14/18860	0.142857142857143	18.0824544582934	5.70569642575484	0.00530112066538198	0.0124381661713736	0.00526171298871396	STAT1/MYC	2
BP	GO:0072160	nephron tubule epithelial cell differentiation	2/149	14/18860	0.142857142857143	18.0824544582934	5.70569642575484	0.00530112066538198	0.0124381661713736	0.00526171298871396	STAT1/CTNNB1	2
BP	GO:0072497	mesenchymal stem cell differentiation	2/149	14/18860	0.142857142857143	18.0824544582934	5.70569642575484	0.00530112066538198	0.0124381661713736	0.00526171298871396	GSK3B/CTNNB1	2
BP	GO:0072683	T cell extravasation	2/149	14/18860	0.142857142857143	18.0824544582934	5.70569642575484	0.00530112066538198	0.0124381661713736	0.00526171298871396	ICAM1/CCL2	2
BP	GO:0075509	endocytosis involved in viral entry into host cell	2/149	14/18860	0.142857142857143	18.0824544582934	5.70569642575484	0.00530112066538198	0.0124381661713736	0.00526171298871396	DPP4/CAV1	2
BP	GO:1900449	regulation of glutamate receptor signaling pathway	2/149	14/18860	0.142857142857143	18.0824544582934	5.70569642575484	0.00530112066538198	0.0124381661713736	0.00526171298871396	CCL2/IFNG	2
BP	GO:1901299	negative regulation of hydrogen peroxide-mediated programmed cell death	2/149	14/18860	0.142857142857143	18.0824544582934	5.70569642575484	0.00530112066538198	0.0124381661713736	0.00526171298871396	AKT1/MET	2
BP	GO:1903845	negative regulation of cellular response to transforming growth factor beta stimulus	2/149	14/18860	0.142857142857143	18.0824544582934	5.70569642575484	0.00530112066538198	0.0124381661713736	0.00526171298871396	PPARG/IL4	2
BP	GO:0009409	response to cold	3/149	45/18860	0.0666666666666667	8.43847874720358	4.45802230572967	0.00537945976677644	0.0125651835834772	0.00531544511914622	HSP90AA1/ADRB2/NFKBIA	3
BP	GO:0032088	negative regulation of NF-kappaB transcription factor activity	3/149	45/18860	0.0666666666666667	8.43847874720358	4.45802230572967	0.00537945976677644	0.0125651835834772	0.00531544511914622	CYP1B1/NFKBIA/CHUK	3
BP	GO:0032210	regulation of telomere maintenance via telomerase	3/149	45/18860	0.0666666666666667	8.43847874720358	4.45802230572967	0.00537945976677644	0.0125651835834772	0.00531544511914622	HSP90AA1/TP53/CTNNB1	3
BP	GO:0042092	type 2 immune response	3/149	45/18860	0.0666666666666667	8.43847874720358	4.45802230572967	0.00537945976677644	0.0125651835834772	0.00531544511914622	IL4/IL10/IL6	3
BP	GO:0044060	regulation of endocrine process	3/149	45/18860	0.0666666666666667	8.43847874720358	4.45802230572967	0.00537945976677644	0.0125651835834772	0.00531544511914622	CYP19A1/GJA1/SPP1	3
BP	GO:0048634	regulation of muscle organ development	3/149	45/18860	0.0666666666666667	8.43847874720358	4.45802230572967	0.00537945976677644	0.0125651835834772	0.00531544511914622	BCL2/IGF2/CTNNB1	3
BP	GO:0072595	maintenance of protein localization in organelle	3/149	45/18860	0.0666666666666667	8.43847874720358	4.45802230572967	0.00537945976677644	0.0125651835834772	0.00531544511914622	AKT1/HSPA5/HK2	3
